crime_id,crime_date,crime_time,crime_type,muni,year,month,week,day,week_day,week_day_name,crime_hour,crime_lon,crime_lat,atm_dist,bank_dist,bar_dist,cafe_dist,industrial_dist,market_dist,nightclub_dist,police_dist,pub_dist,restaurant_dist,taxi_dist,grid_id,grid_lon,grid_lat,utm_x,utm_y,datetime,timestamp
v73229,2019-01-01,01:47:55,Sustraccion,Valencia,2019,1,1,1,2,Monday,1,-0.375740111,39.4851532,601.8300522,333.5076,200.3793,512.5822,840.4038,201.867,27.8139,364.097,175.2232,122.632,1031.0156,171,-0.373103365,39.48304775,725694.5375997496,4373904.689960117,2019-01-01 01:47:55,1546307275
v73220,2019-01-01,02:36:15,Sustraccion,Valencia,2019,1,1,1,2,Monday,2,-0.364384443,39.48706436,736.744276,270.9205,144.2662,263.5208,310.1229,1033.9926,1168.6277,842.5855,153.0165,142.7717,1010.039,153,-0.361971625,39.48895625,726665.0833871712,4374145.363790756,2019-01-01 02:36:15,1546310175
v73254,2019-01-01,02:36:39,Sustraccion,Valencia,2019,1,1,1,2,Monday,2,-0.401926577,39.47290039,1621.847419,318.6076,786.6647,438.0339,1008.327,752.0603,1163.3964,587.3299,815.1793,142.2295,547.3348,206,-0.400932715,39.47123075,723481.3587701869,4372479.2810496325,2019-01-01 02:36:39,1546310199
v73205,2019-01-01,02:52:06,Sustraccion,Valencia,2019,1,1,1,2,Monday,2,-0.326099813,39.4631424,787.5471117,471.1918,356.7684,576.825,174.5286,828.9009,981.4702,272.8986,326.3424,263.5728,225.9142,239,-0.328576405,39.46532225,730036.892605383,4371587.035728364,2019-01-01 02:52:06,1546311126
v73212,2019-01-01,05:11:04,Sustraccion,Valencia,2019,1,1,1,2,Monday,5,-0.349306881,39.47463226,670.6753945,200.4594,268.0259,33.1192,948.845,966.8693,1872.9531,1452.5775,318.6753,44.9302,1021.64,195,-0.350839885,39.47713925,728002.5663399906,4372803.431555162,2019-01-01 05:11:04,1546319464
v73257,2019-01-01,09:15:39,Sustraccion,Valencia,2019,1,1,1,2,Monday,9,-0.414534032,39.46901703,2735.711819,1173.8093,35.8743,519.9601,2145.1095,1180.7071,2357.1953,315.7198,207.8119,112.5218,1596.2868,204,-0.412064455,39.47123075,722409.1200511565,4372017.009415987,2019-01-01 09:15:39,1546334139
v73236,2019-01-01,11:11:58,Sustraccion,Valencia,2019,1,1,1,2,Monday,11,-0.37941125,39.46341705,341.2904113,295.7294,303.4535,309.2724,415.751,768.521,200.663,743.3205,360.5065,228.4087,323.5806,230,-0.378669235,39.46532225,725448.971143434,4371482.723673812,2019-01-01 11:11:58,1546341118
v73216,2019-01-01,12:35:45,Sustraccion,Valencia,2019,1,1,1,2,Monday,12,-0.360257655,39.48923111,1198.301318,27.9104,294.5378,176.6352,152.5567,1496.7857,1619.995,419.5351,48.162,199.1271,1198.5941,153,-0.361971625,39.48895625,727012.9872639948,4374396.278459488,2019-01-01 12:35:45,1546346145
v73256,2019-01-01,13:33:02,Sustraccion,Valencia,2019,1,1,1,2,Monday,13,-0.407577127,39.46803665,2254.74951,504.0523,706.9349,758.5546,1447.0745,500.4794,1659.214,573.57,283.3344,400.0576,1134.9977,225,-0.406498585,39.46532225,723010.783830795,4371925.38847925,2019-01-01 13:33:02,1546349582
v73221,2019-01-01,14:02:19,Sustraccion,Valencia,2019,1,1,1,2,Monday,14,-0.366566867,39.46528244,522.7931499,173.3091,428.8795,100.7931,232.5716,549.2889,699.3221,874.8553,200.7763,55.6091,662.7411,232,-0.367537495,39.46532225,726548.0692595987,4371722.015593003,2019-01-01 14:02:19,1546351339
